name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Richard Jefferson","Utah Jazz",2013-12-07,2013,1006,1610612762,400489170,5,0,35,0,"Jump Shot","3PT Field Goal",25.30,"Sacramento Kings",-130,208,0,0.80,"Patterson, Patrick",4.40,16.50
"Patrick Patterson","Sacramento Kings",2013-12-07,2013,4264,1610612758,400489170,5,3,17,1,"Jump Shot","3PT Field Goal",22.80,"Utah Jazz",222,7,0,0.80,"Burks, Alec",6.80,8.50
"Isaiah Thomas","Sacramento Kings",2013-12-07,2013,6472,1610612758,400489170,5,1,49,0,"Jump Shot","3PT Field Goal",25.60,"Utah Jazz",-160,186,0,1.00,"Burke, Trey",3.10,6.40
"Ben McLemore","Sacramento Kings",2013-12-07,2013,2578213,1610612758,400489170,5,1,20,1,"Jump Shot","2PT Field Goal",16.20,"Utah Jazz",-182,67,1,1.00,"Burks, Alec",4.00,1.90
"Ben McLemore","Sacramento Kings",2013-12-07,2013,2578213,1610612758,400489170,5,0,11,0,"Jump Shot","3PT Field Goal",22.70,"Utah Jazz",228,19,0,0.80,"Burks, Alec",10.60,3.00
"Jason Smith","New Orleans Pelicans",2013-12-11,2013,3232,1610612740,400489196,5,4,27,1,"Jump Shot","2PT Field Goal",18.10,"Detroit Pistons",-105,145,0,0.80,"Drummond, Andre",9.10,9.60
"Ryan Anderson","New Orleans Pelicans",2013-12-11,2013,3412,1610612740,400489196,5,3,42,0,"Jump Shot","3PT Field Goal",26.70,"Detroit Pistons",-24,241,0,0.80,"Smith, Josh",5.80,2.80
"Ryan Anderson","New Orleans Pelicans",2013-12-11,2013,3412,1610612740,400489196,5,2,55,1,"Jump Shot","3PT Field Goal",26.40,"Detroit Pistons",-120,219,0,1.00,"Monroe, Greg",5.70,18.80
"Ryan Anderson","New Orleans Pelicans",2013-12-11,2013,3412,1610612740,400489196,5,1,12,1,"Jump Shot","3PT Field Goal",23.80,"Detroit Pistons",226,34,0,1.10,"Jennings, Brandon",9.50,3.50
"Josh Smith","Detroit Pistons",2013-12-11,2013,2411,1610612765,400489196,5,4,43,1,"Jump Shot","3PT Field Goal",25.20,"New Orleans Pelicans",-212,146,0,0.90,"Aminu, Al-Farouq",5.80,10.30
"Josh Smith","Detroit Pistons",2013-12-11,2013,2411,1610612765,400489196,5,2,23,0,"Jump Shot","2PT Field Goal",5.60,"New Orleans Pelicans",-82,17,1,1.30,"Anderson, Ryan",3.40,1.30
"Brandon Jennings","Detroit Pistons",2013-12-11,2013,3997,1610612765,400489196,5,1,45,0,"Jump Shot","2PT Field Goal",12.10,"New Orleans Pelicans",81,121,2,3.20,"Holiday, Jrue",1.70,3.60
"Josh Smith","Detroit Pistons",2013-12-11,2013,2411,1610612765,400489196,5,0,48,0,"Jump Shot","3PT Field Goal",24.60,"New Orleans Pelicans",-235,45,0,0.80,"Holiday, Jrue",5.40,12.20
"Kyle Singler","Detroit Pistons",2013-12-11,2013,6469,1610612765,400489196,5,0,05,0,"Jump Shot","3PT Field Goal",30.20,"New Orleans Pelicans",-105,255,0,0.90,"Anderson, Ryan",4.60,0.00
"Paul Millsap","Atlanta Hawks",2013-12-13,2013,3015,1610612737,400489205,5,4,43,0,"Jump Shot","3PT Field Goal",24.90,"Washington Wizards",36,239,0,1.00,"Booker, Trevor",5.80,10.90
"Kyle Korver","Atlanta Hawks",2013-12-13,2013,2011,1610612737,400489205,5,1,58,1,"Jump Shot","3PT Field Goal",26.20,"Washington Wizards",73,244,0,0.80,"Ariza, Trevor",6.80,15.00
"Shelvin Mack","Atlanta Hawks",2013-12-13,2013,6454,1610612737,400489205,5,0,12,0,"Jump Shot","3PT Field Goal",27.80,"Washington Wizards",-82,258,1,1.70,"Webster, Martell",2.50,2.20
"Marcin Gortat","Washington Wizards",2013-12-13,2013,2758,1610612764,400489205,5,4,04,1,"Jump Shot","2PT Field Goal",13.70,"Atlanta Hawks",43,119,0,0.90,"Horford, Al",5.20,13.30
"Marcin Gortat","Washington Wizards",2013-12-13,2013,2758,1610612764,400489205,5,3,30,0,"Jump Shot","2PT Field Goal",14.70,"Atlanta Hawks",-48,153,0,0.90,"Horford, Al",5.60,10.20
"Martell Webster","Washington Wizards",2013-12-13,2013,2795,1610612764,400489205,5,3,00,1,"Jump Shot","2PT Field Goal",18.10,"Atlanta Hawks",-45,167,0,0.80,"Mack, Shelvin",3.10,8.70
"Trevor Ariza","Washington Wizards",2013-12-13,2013,2426,1610612764,400489205,5,2,12,1,"Jump Shot","3PT Field Goal",22.60,"Atlanta Hawks",-235,25,0,1.00,"Korver, Kyle",7.20,12.00
"Trevor Booker","Washington Wizards",2013-12-13,2013,4270,1610612764,400489205,5,1,08,1,"Jump Shot","2PT Field Goal",17.40,"Atlanta Hawks",34,172,0,0.90,"Teague, Jeff",9.50,10.00
"Brandon Jennings","Detroit Pistons",2013-12-15,2013,3997,1610612765,400489225,5,1,38,0,"Jump Shot","3PT Field Goal",24.70,"Portland Trail Blazers",106,242,19,16.00,"Lillard, Damian",3.60,8.00
"Rodney Stuckey","Detroit Pistons",2013-12-15,2013,3235,1610612765,400489225,5,0,13,1,"Jump Shot","2PT Field Goal",16.90,"Portland Trail Blazers",39,200,5,5.20,"Matthews, Wesley",4.60,14.50
"LaMarcus Aldridge","Portland Trail Blazers",2013-12-15,2013,2983,1610612757,400489225,5,4,19,0,"Jump Shot","2PT Field Goal",9.00,"Detroit Pistons",-59,41,1,3.80,"Monroe, Greg",4.10,5.90
"LaMarcus Aldridge","Portland Trail Blazers",2013-12-15,2013,2983,1610612757,400489225,5,1,58,1,"Jump Shot","2PT Field Goal",17.90,"Detroit Pistons",-114,146,0,0.00,"Jennings, Brandon",7.50,13.00
"Nicolas Batum","Portland Trail Blazers",2013-12-15,2013,3416,1610612757,400489225,5,1,14,0,"Jump Shot","3PT Field Goal",25.40,"Detroit Pistons",-128,224,4,3.40,"Smith, Josh",5.80,2.00
"Damian Lillard","Portland Trail Blazers",2013-12-15,2013,6606,1610612757,400489225,5,0,34,0,"Jump Shot","3PT Field Goal",28.90,"Detroit Pistons",181,195,1,3.10,"Smith, Josh",2.60,10.70
"Damian Lillard","Portland Trail Blazers",2013-12-15,2013,6606,1610612757,400489225,5,0,00,1,"Jump Shot","2PT Field Goal",11.40,"Detroit Pistons",133,39,16,11.70,"Stuckey, Rodney",2.80,0.00
"DeMar DeRozan","Toronto Raptors",2013-12-18,2013,3978,1610612761,400489244,5,4,05,0,"Jump Shot","2PT Field Goal",21.00,"Charlotte Hornets",-100,172,0,0.90,"Henderson, Gerald",3.40,4.40
"DeMar DeRozan","Toronto Raptors",2013-12-18,2013,3978,1610612761,400489244,5,1,57,0,"Jump Shot","2PT Field Goal",19.90,"Charlotte Hornets",39,176,2,2.30,"Henderson, Gerald",4.80,11.00
"Greivis Vasquez","Toronto Raptors",2013-12-18,2013,4291,1610612761,400489244,5,1,21,0,"Jump Shot","3PT Field Goal",24.60,"Charlotte Hornets",157,203,0,0.90,"Walker, Kemba",4.30,15.70
"DeMar DeRozan","Toronto Raptors",2013-12-18,2013,3978,1610612761,400489244,5,0,55,0,"Jump Shot","3PT Field Goal",22.20,"Charlotte Hornets",-246,3,0,1.00,"Henderson, Gerald",5.50,13.00
"Al Jefferson","Charlotte Bobcats",2013-12-18,2013,2389,1610612766,400489244,5,1,32,0,"Jump Shot","2PT Field Goal",16.00,"Toronto Raptors",-119,132,0,0.70,"Valanciunas, Jonas",5.60,2.10
"Khris Middleton","Milwaukee Bucks",2013-12-18,2013,6609,1610612749,400489248,5,4,42,1,"Jump Shot","3PT Field Goal",23.20,"New York Knicks",184,162,0,0.00,"Udrih, Beno",4.90,11.10
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,5,3,43,1,"Jump Shot","2PT Field Goal",21.50,"New York Knicks",64,189,1,3.00,"Anthony, Carmelo",4.70,2.50
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,5,3,09,0,"Jump Shot","2PT Field Goal",11.70,"New York Knicks",34,56,15,12.60,"Anthony, Carmelo",3.00,11.90
"Khris Middleton","Milwaukee Bucks",2013-12-18,2013,6609,1610612749,400489248,5,2,26,0,"Jump Shot","2PT Field Goal",14.90,"New York Knicks",133,42,1,2.00,"Shumpert, Iman",1.50,2.70
"Ersan Ilyasova","Milwaukee Bucks",2013-12-18,2013,2767,1610612749,400489248,5,1,58,0,"Jump Shot","3PT Field Goal",24.00,"New York Knicks",-75,247,0,1.30,"Udrih, Beno",7.50,17.50
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,5,0,38,0,"Jump Shot","2PT Field Goal",11.40,"New York Knicks",21,71,10,7.20,"Shumpert, Iman",2.10,6.80
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,5,0,00,0,"Jump Shot","2PT Field Goal",11.40,"New York Knicks",59,23,10,8.80,"Chandler, Tyson",4.60,0.00
"Khris Middleton","Milwaukee Bucks",2013-12-18,2013,6609,1610612749,400489248,6,4,20,1,"Jump Shot","2PT Field Goal",7.40,"New York Knicks",-67,45,3,3.80,"Smith, J.R.",1.50,10.00
"Khris Middleton","Milwaukee Bucks",2013-12-18,2013,6609,1610612749,400489248,6,3,40,1,"Jump Shot","2PT Field Goal",14.70,"New York Knicks",136,9,3,2.40,"Smith, J.R.",8.00,1.20
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,6,2,53,0,"Jump Shot","2PT Field Goal",17.60,"New York Knicks",140,1,15,12.00,"Udrih, Beno",3.10,12.20
"John Henson","Milwaukee Bucks",2013-12-18,2013,6592,1610612749,400489248,6,2,15,0,"Jump Shot","2PT Field Goal",19.40,"New York Knicks",-152,108,0,3.10,"Chandler, Tyson",5.50,3.30
"Brandon Knight","Milwaukee Bucks",2013-12-18,2013,6448,1610612749,400489248,6,1,11,0,"Jump Shot","3PT Field Goal",24.40,"New York Knicks",151,198,5,4.00,"Anthony, Carmelo",4.70,6.50
"John Henson","Milwaukee Bucks",2013-12-18,2013,6592,1610612749,400489248,6,0,10,0,"Jump Shot","2PT Field Goal",20.40,"New York Knicks",-125,94,0,0.70,"World Peace, Metta",5.10,0.00
"JR Smith","New York Knicks",2013-12-18,2013,2444,1610612752,400489248,5,4,12,0,"Jump Shot","3PT Field Goal",27.20,"Milwaukee Bucks",97,231,1,3.60,"Ilyasova, Ersan",3.60,1.10
"JR Smith","New York Knicks",2013-12-18,2013,2444,1610612752,400489248,5,3,28,1,"Jump Shot","3PT Field Goal",25.10,"Milwaukee Bucks",-166,206,0,0.80,"Ilyasova, Ersan",8.60,13.50
"Beno Udrih","New York Knicks",2013-12-18,2013,2448,1610612752,400489248,5,2,49,1,"Jump Shot","3PT Field Goal",22.90,"Milwaukee Bucks",226,-8,0,1.00,"Henson, John",10.10,9.10
"Carmelo Anthony","New York Knicks",2013-12-18,2013,1975,1610612752,400489248,5,2,07,0,"Jump Shot","2PT Field Goal",15.40,"Milwaukee Bucks",-152,-6,0,4.90,"Henson, John",3.40,8.60
"Carmelo Anthony","New York Knicks",2013-12-18,2013,1975,1610612752,400489248,5,0,15,0,"Jump Shot","2PT Field Goal",20.40,"Milwaukee Bucks",119,137,1,3.10,"Antetokounmpo, Giannis",3.70,4.90
"Andrea Bargnani","New York Knicks",2013-12-18,2013,2987,1610612752,400489248,5,0,11,0,"Jump Shot","3PT Field Goal",25.10,"Milwaukee Bucks",-218,165,0,0.80,"Knight, Brandon",7.90,0.00
"Carmelo Anthony","New York Knicks",2013-12-18,2013,1975,1610612752,400489248,5,0,00,0,"Jump Shot","2PT Field Goal",22.90,"Milwaukee Bucks",-166,58,0,0.30,"Udoh, Ekpe",3.80,0.00
"Beno Udrih","New York Knicks",2013-12-18,2013,2448,1610612752,400489248,6,4,37,1,"Jump Shot","3PT Field Goal",25.20,"Milwaukee Bucks",-16,279,0,0.70,"Antetokounmpo, Giannis",5.60,4.50
"JR Smith","New York Knicks",2013-12-18,2013,2444,1610612752,400489248,6,3,08,1,"Jump Shot","2PT Field Goal",17.00,"Milwaukee Bucks",-15,183,9,7.80,"Henson, John",5.10,4.00
"Carmelo Anthony","New York Knicks",2013-12-18,2013,1975,1610612752,400489248,6,0,50,1,"Jump Shot","3PT Field Goal",24.50,"Milwaukee Bucks",86,239,2,2.30,"Middleton, Khris",3.10,3.70
"Evan Turner","Philadelphia 76ers",2013-12-20,2013,4239,1610612755,400489256,5,4,14,0,"Jump Shot","2PT Field Goal",7.50,"Brooklyn Nets",7,74,0,0.60,"Lopez, Brook",2.50,11.70
"Evan Turner","Philadelphia 76ers",2013-12-20,2013,4239,1610612755,400489256,5,3,12,1,"Jump Shot","3PT Field Goal",22.50,"Brooklyn Nets",-239,-16,0,0.80,"Anderson, Alan",4.70,16.10
"Thaddeus Young","Philadelphia 76ers",2013-12-20,2013,3244,1610612755,400489256,5,2,03,1,"Jump Shot","3PT Field Goal",22.70,"Brooklyn Nets",-221,0,0,0.80,"Williams, Deron",3.60,17.50
"Michael CarterWilliams","Philadelphia 76ers",2013-12-20,2013,2596108,1610612755,400489256,5,1,17,0,"Jump Shot","2PT Field Goal",12.30,"Brooklyn Nets",-54,7,3,2.40,"Lopez, Brook",1.60,9.20
"Evan Turner","Philadelphia 76ers",2013-12-20,2013,4239,1610612755,400489256,5,0,55,0,"Jump Shot","3PT Field Goal",24.50,"Brooklyn Nets",196,165,0,1.00,"Livingston, Shaun",5.20,5.70
"Spencer Hawes","Philadelphia 76ers",2013-12-20,2013,3211,1610612755,400489256,5,0,35,0,"Jump Shot","2PT Field Goal",20.00,"Brooklyn Nets",136,85,0,0.80,"Lopez, Brook",5.40,6.90
"Evan Turner","Philadelphia 76ers",2013-12-20,2013,4239,1610612755,400489256,5,0,06,0,"Jump Shot","2PT Field Goal",11.80,"Brooklyn Nets",40,17,6,7.60,"Anderson, Alan",1.30,0.00
"Brook Lopez","Brooklyn Nets",2013-12-20,2013,3448,1610612751,400489256,5,4,29,1,"Jump Shot","2PT Field Goal",10.40,"Philadelphia 76ers",118,3,0,0.80,"Turner, Evan",3.20,9.20
"Brook Lopez","Brooklyn Nets",2013-12-20,2013,3448,1610612751,400489256,5,3,55,0,"Jump Shot","2PT Field Goal",19.40,"Philadelphia 76ers",155,19,0,1.00,"Carter-Williams, Michael",9.70,7.00
"Paul Pierce","Brooklyn Nets",2013-12-20,2013,662,1610612751,400489256,5,2,58,1,"Jump Shot","3PT Field Goal",24.30,"Philadelphia 76ers",-180,170,0,0.90,"Turner, Evan",4.10,15.20
"Alan Anderson","Brooklyn Nets",2013-12-20,2013,6569,1610612751,400489256,5,2,12,0,"Jump Shot","3PT Field Goal",24.10,"Philadelphia 76ers",-229,4,0,0.90,"Hawes, Spencer",4.50,7.80
"Deron Williams","Brooklyn Nets",2013-12-20,2013,2798,1610612751,400489256,5,1,39,1,"Jump Shot","2PT Field Goal",21.80,"Philadelphia 76ers",119,167,9,5.70,"Turner, Evan",4.00,2.00
"Paul Pierce","Brooklyn Nets",2013-12-20,2013,662,1610612751,400489256,5,0,16,1,"Jump Shot","3PT Field Goal",24.70,"Philadelphia 76ers",195,168,0,1.40,"Carter-Williams, Michael",4.90,9.00
"Tristan Thompson","Cleveland Cavaliers",2013-12-20,2013,6474,1610612739,400489258,5,4,32,0,"Jump Shot","2PT Field Goal",2.10,"Milwaukee Bucks",-51,28,0,2.70,"Antetokounmpo, Giannis",1.30,21.90
"Kyrie Irving","Cleveland Cavaliers",2013-12-20,2013,6442,1610612739,400489258,5,4,00,1,"Jump Shot","3PT Field Goal",24.80,"Milwaukee Bucks",-141,203,12,11.40,"Middleton, Khris",12.30,11.70
"Kyrie Irving","Cleveland Cavaliers",2013-12-20,2013,6442,1610612739,400489258,5,3,32,1,"Jump Shot","3PT Field Goal",24.70,"Milwaukee Bucks",122,217,9,8.30,"Knight, Brandon",4.00,16.00
"Alonzo Gee","Cleveland Cavaliers",2013-12-20,2013,4232,1610612739,400489258,5,3,04,0,"Jump Shot","3PT Field Goal",22.30,"Milwaukee Bucks",-228,-3,0,1.00,"Knight, Brandon",17.20,13.00
"Jarrett Jack","Cleveland Cavaliers",2013-12-20,2013,2768,1610612739,400489258,5,1,46,1,"Jump Shot","3PT Field Goal",24.10,"Milwaukee Bucks",-161,208,0,0.90,"Knight, Brandon",2.80,12.10
"Kyrie Irving","Cleveland Cavaliers",2013-12-20,2013,6442,1610612739,400489258,5,1,17,0,"Jump Shot","2PT Field Goal",6.80,"Milwaukee Bucks",6,44,18,14.20,"Udoh, Ekpe",0.60,9.20
"Earl Clark","Cleveland Cavaliers",2013-12-20,2013,3971,1610612739,400489258,5,0,44,1,"Jump Shot","3PT Field Goal",25.00,"Milwaukee Bucks",130,216,0,1.30,"Knight, Brandon",4.30,0.40
"OJ Mayo","Milwaukee Bucks",2013-12-20,2013,3450,1610612749,400489258,5,3,17,0,"Jump Shot","2PT Field Goal",25.00,"Cleveland Cavaliers",-127,200,10,9.40,"Jack, Jarrett",3.70,14.70
"Khris Middleton","Milwaukee Bucks",2013-12-20,2013,6609,1610612749,400489258,5,0,39,1,"Jump Shot","3PT Field Goal",24.30,"Cleveland Cavaliers",-204,148,1,1.60,"Gee, Alonzo",3.00,21.30
"OJ Mayo","Milwaukee Bucks",2013-12-20,2013,3450,1610612749,400489258,5,0,17,1,"Jump Shot","3PT Field Goal",24.40,"Cleveland Cavaliers",-153,206,0,0.80,"Jack, Jarrett",3.00,0.00
"OJ Mayo","Milwaukee Bucks",2013-12-20,2013,3450,1610612749,400489258,5,0,03,0,"Jump Shot","3PT Field Goal",25.20,"Cleveland Cavaliers",-175,183,0,0.80,"Irving, Kyrie",3.80,0.00
"OJ Mayo","Milwaukee Bucks",2013-12-20,2013,3450,1610612749,400489258,5,0,00,0,"Jump Shot","2PT Field Goal",25.50,"Cleveland Cavaliers",-172,160,0,0.80,"Clark, Earl",9.30,0.00
"Jose Calderon","Dallas Mavericks",2013-12-20,2013,2806,1610612742,400489262,5,4,42,0,"Jump Shot","2PT Field Goal",16.40,"Toronto Raptors",15,145,4,3.60,"DeRozan, DeMar",7.10,9.80
"Jose Calderon","Dallas Mavericks",2013-12-20,2013,2806,1610612742,400489262,5,1,31,1,"Jump Shot","3PT Field Goal",24.30,"Toronto Raptors",116,214,0,0.00,"Lowry, Kyle",1.10,15.00
"Dirk Nowitzki","Dallas Mavericks",2013-12-20,2013,609,1610612742,400489262,5,0,55,0,"Jump Shot","3PT Field Goal",25.10,"Toronto Raptors",12,246,0,0.80,"DeRozan, DeMar",4.30,11.00
"Jose Calderon","Dallas Mavericks",2013-12-20,2013,2806,1610612742,400489262,5,0,50,0,"Jump Shot","3PT Field Goal",25.50,"Toronto Raptors",152,205,0,0.80,"Lowry, Kyle",4.80,22.00
"Monta Ellis","Dallas Mavericks",2013-12-20,2013,2751,1610612742,400489262,5,0,00,0,"Jump Shot","2PT Field Goal",14.50,"Toronto Raptors",-54,101,9,7.80,"Johnson, Amir",3.40,0.00
"John Salmons","Toronto Raptors",2013-12-20,2013,1726,1610612761,400489262,5,3,33,0,"Jump Shot","2PT Field Goal",20.10,"Dallas Mavericks",-95,162,4,4.00,"Nowitzki, Dirk",4.10,6.70
"Kyle Lowry","Toronto Raptors",2013-12-20,2013,3012,1610612761,400489262,5,2,43,0,"Jump Shot","3PT Field Goal",24.30,"Dallas Mavericks",100,224,0,0.90,"Calderon, Jose",4.10,15.90
"DeMar DeRozan","Toronto Raptors",2013-12-20,2013,3978,1610612761,400489262,5,2,13,0,"Jump Shot","2PT Field Goal",17.80,"Dallas Mavericks",-103,140,0,0.90,"Marion, Shawn",3.60,7.80
"DeMar DeRozan","Toronto Raptors",2013-12-20,2013,3978,1610612761,400489262,5,1,11,1,"Jump Shot","2PT Field Goal",15.40,"Dallas Mavericks",29,154,2,2.60,"Marion, Shawn",1.20,4.50
"Kyle Lowry","Toronto Raptors",2013-12-20,2013,3012,1610612761,400489262,5,0,12,0,"Jump Shot","2PT Field Goal",7.10,"Dallas Mavericks",-49,74,13,12.80,"Nowitzki, Dirk",4.30,2.60
"Jared Dudley","Los Angeles Clippers",2013-12-22,2013,3201,1610612746,400489279,5,3,42,0,"Jump Shot","3PT Field Goal",24.70,"Minnesota Timberwolves",162,187,0,0.80,"Love, Kevin",5.10,15.60
"Chris Paul","Los Angeles Clippers",2013-12-22,2013,2779,1610612746,400489279,5,3,33,0,"Jump Shot","3PT Field Goal",21.20,"Minnesota Timberwolves",-237,0,0,1.20,"Pekovic, Nikola",4.10,20.10
"Darren Collison","Los Angeles Clippers",2013-12-22,2013,3973,1610612746,400489279,5,2,24,0,"Jump Shot","3PT Field Goal",22.50,"Minnesota Timberwolves",-240,42,0,1.20,"Barea, Jose Juan",3.20,12.20
"Jamal Crawford","Los Angeles Clippers",2013-12-22,2013,165,1610612746,400489279,5,1,15,0,"Jump Shot","3PT Field Goal",22.90,"Minnesota Timberwolves",-223,14,0,0.80,"Martin, Kevin",3.00,11.00
"Jared Dudley","Los Angeles Clippers",2013-12-22,2013,3201,1610612746,400489279,5,1,02,0,"Jump Shot","3PT Field Goal",25.80,"Minnesota Timberwolves",-4,249,0,0.80,"Love, Kevin",5.60,14.00
"Jared Dudley","Los Angeles Clippers",2013-12-22,2013,3201,1610612746,400489279,5,0,38,1,"Jump Shot","3PT Field Goal",24.60,"Minnesota Timberwolves",165,184,0,0.90,"Cunningham, Dante",9.80,18.00
"Jose Juan Barea","Minnesota Timberwolves",2013-12-22,2013,,1610612750,400489279,5,3,13,0,"Jump Shot","3PT Field Goal",26.80,"Los Angeles Clippers",177,187,0,0.80,"Crawford, Jamal",5.20,6.00
"Jose Juan Barea","Minnesota Timberwolves",2013-12-22,2013,,1610612750,400489279,5,1,30,0,"Jump Shot","2PT Field Goal",13.20,"Los Angeles Clippers",-112,-2,6,8.10,"Dudley, Jared",3.00,2.10
"Nikola Pekovic","Minnesota Timberwolves",2013-12-22,2013,3453,1610612750,400489279,5,0,24,0,"Jump Shot","2PT Field Goal",3.70,"Los Angeles Clippers",13,71,2,2.20,"Hollins, Ryan",2.00,11.50
"Kemba Walker","Charlotte Bobcats",2013-12-23,2013,6479,1610612766,400489280,5,1,00,0,"Jump Shot","2PT Field Goal",9.40,"Milwaukee Bucks",-27,69,16,12.70,"Mayo, O.J.",1.70,10.60
"Kemba Walker","Charlotte Bobcats",2013-12-23,2013,6479,1610612766,400489280,5,0,52,0,"Jump Shot","3PT Field Goal",25.20,"Milwaukee Bucks",-128,233,4,3.60,"Mayo, O.J.",4.20,3.50
"Kemba Walker","Charlotte Bobcats",2013-12-23,2013,6479,1610612766,400489280,5,0,25,0,"Jump Shot","2PT Field Goal",17.30,"Milwaukee Bucks",155,110,8,7.60,"Knight, Brandon",4.20,9.10
"Brandon Knight","Milwaukee Bucks",2013-12-23,2013,6448,1610612749,400489280,5,4,47,1,"Jump Shot","2PT Field Goal",14.70,"Charlotte Hornets",-4,140,5,2.90,"McRoberts, Josh",2.30,14.70
"John Henson","Milwaukee Bucks",2013-12-23,2013,6592,1610612749,400489280,5,4,13,0,"Jump Shot","2PT Field Goal",12.30,"Charlotte Hornets",1,64,0,0.60,"Jefferson, Al",1.50,7.00
"Giannis Antetokounmpo","Milwaukee Bucks",2013-12-23,2013,3032977,1610612749,400489280,5,3,41,0,"Jump Shot","2PT Field Goal",16.00,"Charlotte Hornets",-144,102,0,1.60,"McRoberts, Josh",3.90,11.30
"Brandon Knight","Milwaukee Bucks",2013-12-23,2013,6448,1610612749,400489280,5,3,09,0,"Jump Shot","2PT Field Goal",7.90,"Charlotte Hornets",42,28,4,3.00,"Jefferson, Al",1.70,14.80
"John Henson","Milwaukee Bucks",2013-12-23,2013,6592,1610612749,400489280,5,2,31,0,"Jump Shot","2PT Field Goal",7.50,"Charlotte Hornets",-41,39,1,2.30,"Jefferson, Al",0.40,9.20
"Khris Middleton","Milwaukee Bucks",2013-12-23,2013,6609,1610612749,400489280,5,2,04,1,"Jump Shot","3PT Field Goal",22.40,"Charlotte Hornets",-235,-8,0,0.80,"Henderson, Gerald",8.20,16.20
"John Henson","Milwaukee Bucks",2013-12-23,2013,6592,1610612749,400489280,5,1,23,0,"Jump Shot","2PT Field Goal",5.50,"Charlotte Hornets",-40,44,1,1.80,"Tolliver, Anthony",1.30,8.80
"OJ Mayo","Milwaukee Bucks",2013-12-23,2013,3450,1610612749,400489280,5,1,16,0,"Jump Shot","3PT Field Goal",25.40,"Charlotte Hornets",-190,153,0,0.80,"McRoberts, Josh",6.10,2.70
"Brandon Knight","Milwaukee Bucks",2013-12-23,2013,6448,1610612749,400489280,5,0,44,0,"Jump Shot","3PT Field Goal",24.30,"Charlotte Hornets",81,231,0,1.50,"Walker, Kemba",5.30,17.80
"Khris Middleton","Milwaukee Bucks",2013-12-23,2013,6609,1610612749,400489280,5,0,02,0,"Jump Shot","2PT Field Goal",17.80,"Charlotte Hornets",-131,132,2,2.30,"Douglas-Roberts, Chris",3.70,3.80
"Khris Middleton","Milwaukee Bucks",2013-12-23,2013,6609,1610612749,400489280,5,0,00,1,"Jump Shot","2PT Field Goal",21.70,"Charlotte Hornets",207,12,0,0.00,"Jefferson, Al",5.30,0.00
"Mario Chalmers","Miami Heat",2013-12-23,2013,3419,1610612748,400489284,5,4,11,0,"Jump Shot","3PT Field Goal",24.50,"Atlanta Hawks",-191,175,0,0.80,"Teague, Jeff",4.60,0.00
"LeBron James","Miami Heat",2013-12-23,2013,1966,1610612748,400489284,5,2,26,1,"Jump Shot","2PT Field Goal",21.10,"Atlanta Hawks",-149,105,5,7.70,"Millsap, Paul",10.30,8.00
"LeBron James","Miami Heat",2013-12-23,2013,1966,1610612748,400489284,5,1,39,0,"Jump Shot","3PT Field Goal",25.10,"Atlanta Hawks",0,252,5,4.50,"Millsap, Paul",6.80,8.80
"Michael Beasley","Miami Heat",2013-12-23,2013,3418,1610612748,400489284,5,0,09,0,"Jump Shot","2PT Field Goal",2.30,"Atlanta Hawks",-48,31,1,1.70,"Horford, Al",1.10,5.70
"Kyle Korver","Atlanta Hawks",2013-12-23,2013,2011,1610612737,400489284,5,4,37,0,"Jump Shot","3PT Field Goal",28.40,"Miami Heat",105,263,0,1.00,"Allen, Ray",8.00,5.90
"Kyle Korver","Atlanta Hawks",2013-12-23,2013,2011,1610612737,400489284,5,0,48,0,"Jump Shot","3PT Field Goal",29.20,"Miami Heat",-141,205,0,0.40,"James, LeBron",9.90,20.70
"Paul Millsap","Atlanta Hawks",2013-12-23,2013,3015,1610612737,400489284,5,0,30,0,"Jump Shot","3PT Field Goal",24.60,"Miami Heat",-128,213,0,10.50,"Andersen, Chris",11.00,9.40
"Kyle Korver","Atlanta Hawks",2013-12-23,2013,2011,1610612737,400489284,5,0,00,0,"Jump Shot","2PT Field Goal",13.00,"Miami Heat",39,31,0,0.00,"Chalmers, Mario",4.60,0.00
"Kyrie Irving","Cleveland Cavaliers",2013-12-26,2013,6442,1610612739,400489296,5,4,12,1,"Jump Shot","2PT Field Goal",17.40,"Atlanta Hawks",-160,20,12,10.60,"Horford, Al",6.50,13.00
"Kyrie Irving","Cleveland Cavaliers",2013-12-26,2013,6442,1610612739,400489296,5,3,27,0,"Jump Shot","2PT Field Goal",19.00,"Atlanta Hawks",-174,-25,2,3.50,"Teague, Jeff",2.00,6.00
